-------------------------------------------------------------------------------
Unless stated otherwise, all data in the OATH Dataset is licensed under a
fsim 04/Nov/2011 09:28:51.0,images/scaled_cropped/02875.png
fsim 04/Nov/2011 09:28:54.0,images/scaled_cropped/02876.png
fsim 04/Nov/2011 09:29:24.0,images/scaled_cropped/02877.png
fsim 04/Nov/2011 09:29:33.0,images/scaled_cropped/02878.png
fsim 04/Nov/2011 09:29:51.0,images/scaled_cropped/02879.png
fsim 04/Nov/2011 09:30:09.0,images/scaled_cropped/02880.png
fsim 04/Nov/2011 09:30:42.0,images/scaled_cropped/02881.png
fsim 04/Nov/2011 09:32:42.0,images/scaled_cropped/02882.png
fsim 04/Nov/2011 09:33:30.0,images/scaled_cropped/02883.png
fsim 04/Nov/2011 09:36:06.0,images/scaled_cropped/02884.png
fsim 04/Nov/2011 09:36:18.0,images/scaled_cropped/02885.png
fsim 04/Nov/2011 09:38:36.0,images/scaled_cropped/02886.png
fsim 04/Nov/2011 09:39:00.0,images/scaled_cropped/02887.png
fsim 04/Nov/2011 09:39:51.0,images/scaled_cropped/02888.png
fsim 04/Nov/2011 09:39:57.0,images/scaled_cropped/02889.png
fsim 04/Nov/2011 09:40:09.0,images/scaled_cropped/02890.png
fsim 04/Nov/2011 09:40:27.0,images/scaled_cropped/02891.png
fsim 04/Nov/2011 09:40:42.0,images/scaled_cropped/02892.png
fsim 04/Nov/2011 09:41:39.0,images/scaled_cropped/02893.png
fsim 04/Nov/2011 09:44:45.0,images/scaled_cropped/02894.png
fsim 04/Nov/2011 09:45:06.0,images/scaled_cropped/02895.png
fsim 04/Nov/2011 09:45:42.0,images/scaled_cropped/02896.png
fsim 04/Nov/2011 09:46:24.0,images/scaled_cropped/02897.png
fsim 04/Nov/2011 09:46:36.0,images/scaled_cropped/02898.png
fsim 04/Nov/2011 09:48:48.0,images/scaled_cropped/02899.png
fsim 04/Nov/2011 09:50:54.0,images/scaled_cropped/02900.png
fsim 04/Nov/2011 09:51:15.0,images/scaled_cropped/02901.png
fsim 04/Nov/2011 09:52:03.0,images/scaled_cropped/02902.png
fsim 04/Nov/2011 09:53:03.0,images/scaled_cropped/02903.png
fsim 04/Nov/2011 09:53:15.0,images/scaled_cropped/02904.png
fsim 04/Nov/2011 09:54:57.0,images/scaled_cropped/02905.png
fsim 04/Nov/2011 09:56:24.0,images/scaled_cropped/02906.png
fsim 04/Nov/2011 09:56:36.0,images/scaled_cropped/02907.png
fsim 04/Nov/2011 09:56:39.0,images/scaled_cropped/02908.png
fsim 04/Nov/2011 09:56:57.0,images/scaled_cropped/02909.png
fsim 04/Nov/2011 09:57:30.0,images/scaled_cropped/02910.png
fsim 04/Nov/2011 09:58:06.0,images/scaled_cropped/02911.png
fsim 04/Nov/2011 09:59:51.0,images/scaled_cropped/02912.png
fsim 04/Nov/2011 10:00:42.0,images/scaled_cropped/02913.png
fsim 04/Nov/2011 10:00:57.0,images/scaled_cropped/02914.png
fsim 04/Nov/2011 10:01:09.0,images/scaled_cropped/02915.png
fsim 04/Nov/2011 10:01:12.0,images/scaled_cropped/02916.png
fsim 04/Nov/2011 10:01:33.0,images/scaled_cropped/02917.png
fsim 04/Nov/2011 10:01:48.0,images/scaled_cropped/02918.png
fsim 04/Nov/2011 10:04:15.0,images/scaled_cropped/02919.png
fsim 04/Nov/2011 10:05:18.0,images/scaled_cropped/02920.png
fsim 04/Nov/2011 10:07:54.0,images/scaled_cropped/02921.png
fsim 04/Nov/2011 10:08:09.0,images/scaled_cropped/02922.png
fsim 04/Nov/2011 10:09:51.0,images/scaled_cropped/02923.png
fsim 04/Nov/2011 10:10:03.0,images/scaled_cropped/02924.png
fsim 04/Nov/2011 10:10:33.0,images/scaled_cropped/02925.png
fsim 04/Nov/2011 10:11:15.0,images/scaled_cropped/02926.png
fsim 04/Nov/2011 10:12:09.0,images/scaled_cropped/02927.png
fsim 04/Nov/2011 10:12:48.0,images/scaled_cropped/02928.png
fsim 04/Nov/2011 10:13:06.0,images/scaled_cropped/02929.png
fsim 04/Nov/2011 10:13:18.0,images/scaled_cropped/02930.png
fsim 04/Nov/2011 10:13:36.0,images/scaled_cropped/02931.png
fsim 04/Nov/2011 10:15:57.0,images/scaled_cropped/02932.png
fsim 04/Nov/2011 10:17:15.0,images/scaled_cropped/02933.png
fsim 04/Nov/2011 10:17:18.0,images/scaled_cropped/02934.png
fsim 04/Nov/2011 10:18:54.0,images/scaled_cropped/02935.png
fsim 04/Nov/2011 10:19:09.0,images/scaled_cropped/02936.png
fsim 04/Nov/2011 10:19:18.0,images/scaled_cropped/02937.png
fsim 04/Nov/2011 10:20:00.0,images/scaled_cropped/02938.png
fsim 04/Nov/2011 10:20:48.0,images/scaled_cropped/02939.png
fsim 04/Nov/2011 10:21:30.0,images/scaled_cropped/02940.png
fsim 04/Nov/2011 10:22:03.0,images/scaled_cropped/02941.png
fsim 04/Nov/2011 10:23:03.0,images/scaled_cropped/02942.png
fsim 04/Nov/2011 10:24:00.0,images/scaled_cropped/02943.png
fsim 04/Nov/2011 10:26:12.0,images/scaled_cropped/02944.png
fsim 04/Nov/2011 10:26:15.0,images/scaled_cropped/02945.png
fsim 04/Nov/2011 10:27:36.0,images/scaled_cropped/02946.png
fsim 04/Nov/2011 10:27:39.0,images/scaled_cropped/02947.png
fsim 04/Nov/2011 10:28:54.0,images/scaled_cropped/02948.png
fsim 04/Nov/2011 10:29:15.0,images/scaled_cropped/02949.png
fsim 04/Nov/2011 10:29:30.0,images/scaled_cropped/02950.png
fsim 04/Nov/2011 10:30:33.0,images/scaled_cropped/02951.png
fsim 04/Nov/2011 10:32:36.0,images/scaled_cropped/02952.png
fsim 04/Nov/2011 10:32:39.0,images/scaled_cropped/02953.png
fsim 04/Nov/2011 10:32:45.0,images/scaled_cropped/02954.png
fsim 04/Nov/2011 10:35:57.0,images/scaled_cropped/02955.png
fsim 04/Nov/2011 10:36:33.0,images/scaled_cropped/02956.png
fsim 04/Nov/2011 10:36:45.0,images/scaled_cropped/02957.png
fsim 04/Nov/2011 10:36:48.0,images/scaled_cropped/02958.png
fsim 04/Nov/2011 10:37:06.0,images/scaled_cropped/02959.png
fsim 04/Nov/2011 10:38:09.0,images/scaled_cropped/02960.png
fsim 04/Nov/2011 10:38:45.0,images/scaled_cropped/02961.png
fsim 04/Nov/2011 10:38:57.0,images/scaled_cropped/02962.png
fsim 04/Nov/2011 10:39:12.0,images/scaled_cropped/02963.png
fsim 04/Nov/2011 10:39:18.0,images/scaled_cropped/02964.png
fsim 04/Nov/2011 10:40:15.0,images/scaled_cropped/02965.png
fsim 04/Nov/2011 10:41:24.0,images/scaled_cropped/02966.png
fsim 04/Nov/2011 10:42:03.0,images/scaled_cropped/02967.png
fsim 04/Nov/2011 10:43:00.0,images/scaled_cropped/02968.png
fsim 04/Nov/2011 10:43:24.0,images/scaled_cropped/02969.png
fsim 04/Nov/2011 10:43:48.0,images/scaled_cropped/02970.png
fsim 04/Nov/2011 10:43:51.0,images/scaled_cropped/02971.png
fsim 04/Nov/2011 10:47:00.0,images/scaled_cropped/02972.png
fsim 04/Nov/2011 10:47:12.0,images/scaled_cropped/02973.png
fsim 04/Nov/2011 10:47:18.0,images/scaled_cropped/02974.png
fsim 04/Nov/2011 10:48:12.0,images/scaled_cropped/02975.png
fsim 04/Nov/2011 10:49:12.0,images/scaled_cropped/02976.png
fsim 04/Nov/2011 10:50:00.0,images/scaled_cropped/02977.png
fsim 04/Nov/2011 10:50:12.0,images/scaled_cropped/02978.png
fsim 04/Nov/2011 10:50:42.0,images/scaled_cropped/02979.png
fsim 04/Nov/2011 10:50:54.0,images/scaled_cropped/02980.png
fsim 04/Nov/2011 10:51:09.0,images/scaled_cropped/02981.png
fsim 04/Nov/2011 10:51:24.0,images/scaled_cropped/02982.png
fsim 04/Nov/2011 10:51:54.0,images/scaled_cropped/02983.png
fsim 04/Nov/2011 10:52:06.0,images/scaled_cropped/02984.png
fsim 04/Nov/2011 10:52:21.0,images/scaled_cropped/02985.png
fsim 04/Nov/2011 10:54:24.0,images/scaled_cropped/02986.png
fsim 04/Nov/2011 10:56:48.0,images/scaled_cropped/02987.png
fsim 04/Nov/2011 10:57:42.0,images/scaled_cropped/02988.png
fsim 04/Nov/2011 10:57:45.0,images/scaled_cropped/02989.png
fsim 04/Nov/2011 10:57:57.0,images/scaled_cropped/02990.png
fsim 04/Nov/2011 10:58:12.0,images/scaled_cropped/02991.png
fsim 04/Nov/2011 10:58:42.0,images/scaled_cropped/02992.png
fsim 04/Nov/2011 10:59:09.0,images/scaled_cropped/02993.png
fsim 04/Nov/2011 11:01:09.0,images/scaled_cropped/02994.png
fsim 04/Nov/2011 11:01:12.0,images/scaled_cropped/02995.png
fsim 04/Nov/2011 11:02:18.0,images/scaled_cropped/02996.png
fsim 04/Nov/2011 11:02:24.0,images/scaled_cropped/02997.png
fsim 04/Nov/2011 11:04:03.0,images/scaled_cropped/02998.png
fsim 04/Nov/2011 11:04:51.0,images/scaled_cropped/02999.png
fsim 04/Nov/2011 11:06:33.0,images/scaled_cropped/03000.png
fsim 04/Nov/2011 11:07:33.0,images/scaled_cropped/03001.png
fsim 04/Nov/2011 11:08:09.0,images/scaled_cropped/03002.png
fsim 04/Nov/2011 11:11:03.0,images/scaled_cropped/03003.png
fsim 04/Nov/2011 11:11:51.0,images/scaled_cropped/03004.png
fsim 04/Nov/2011 11:12:15.0,images/scaled_cropped/03005.png
fsim 04/Nov/2011 11:12:33.0,images/scaled_cropped/03006.png
fsim 04/Nov/2011 11:12:42.0,images/scaled_cropped/03007.png
fsim 04/Nov/2011 11:12:48.0,images/scaled_cropped/03008.png
fsim 04/Nov/2011 11:14:03.0,images/scaled_cropped/03009.png
fsim 04/Nov/2011 11:14:45.0,images/scaled_cropped/03010.png
fsim 04/Nov/2011 11:14:54.0,images/scaled_cropped/03011.png
fsim 04/Nov/2011 11:15:36.0,images/scaled_cropped/03012.png
fsim 04/Nov/2011 11:15:45.0,images/scaled_cropped/03013.png
fsim 04/Nov/2011 11:18:12.0,images/scaled_cropped/03014.png
fsim 04/Nov/2011 11:19:57.0,images/scaled_cropped/03015.png
fsim 04/Nov/2011 11:22:06.0,images/scaled_cropped/03016.png
fsim 04/Nov/2011 11:23:03.0,images/scaled_cropped/03017.png
fsim 04/Nov/2011 11:24:36.0,images/scaled_cropped/03018.png
fsim 04/Nov/2011 11:25:45.0,images/scaled_cropped/03019.png
fsim 04/Nov/2011 11:25:48.0,images/scaled_cropped/03020.png
fsim 04/Nov/2011 11:30:09.0,images/scaled_cropped/03021.png
fsim 04/Nov/2011 11:33:03.0,images/scaled_cropped/03022.png
fsim 04/Nov/2011 11:33:12.0,images/scaled_cropped/03023.png
fsim 04/Nov/2011 11:36:54.0,images/scaled_cropped/03024.png
fsim 04/Nov/2011 11:37:54.0,images/scaled_cropped/03025.png
fsim 04/Nov/2011 11:38:48.0,images/scaled_cropped/03026.png
fsim 04/Nov/2011 11:42:00.0,images/scaled_cropped/03027.png
fsim 04/Nov/2011 11:42:03.0,images/scaled_cropped/03028.png
fsim 04/Nov/2011 11:42:15.0,images/scaled_cropped/03029.png
fsim 04/Nov/2011 11:44:18.0,images/scaled_cropped/03030.png
fsim 04/Nov/2011 11:45:30.0,images/scaled_cropped/03031.png
fsim 04/Nov/2011 11:49:21.0,images/scaled_cropped/03032.png
fsim 04/Nov/2011 11:49:57.0,images/scaled_cropped/03033.png
fsim 04/Nov/2011 11:50:42.0,images/scaled_cropped/03034.png
fsim 04/Nov/2011 11:51:27.0,images/scaled_cropped/03035.png
fsim 04/Nov/2011 11:51:54.0,images/scaled_cropped/03036.png
fsim 04/Nov/2011 11:52:09.0,images/scaled_cropped/03037.png
fsim 04/Nov/2011 11:54:09.0,images/scaled_cropped/03038.png
fsim 04/Nov/2011 11:54:21.0,images/scaled_cropped/03039.png
fsim 04/Nov/2011 11:54:57.0,images/scaled_cropped/03040.png
fsim 04/Nov/2011 11:55:45.0,images/scaled_cropped/03041.png
fsim 04/Nov/2011 11:56:21.0,images/scaled_cropped/03042.png
fsim 04/Nov/2011 11:57:09.0,images/scaled_cropped/03043.png
fsim 04/Nov/2011 11:58:18.0,images/scaled_cropped/03044.png
fsim 04/Nov/2011 11:58:36.0,images/scaled_cropped/03045.png
fsim 04/Nov/2011 11:59:03.0,images/scaled_cropped/03046.png
fsim 04/Nov/2011 11:59:24.0,images/scaled_cropped/03047.png
fsim 04/Nov/2011 12:00:18.0,images/scaled_cropped/03048.png
fsim 04/Nov/2011 12:00:51.0,images/scaled_cropped/03049.png
fsim 04/Nov/2011 12:02:00.0,images/scaled_cropped/03050.png
fsim 04/Nov/2011 12:04:06.0,images/scaled_cropped/03051.png
fsim 04/Nov/2011 12:04:15.0,images/scaled_cropped/03052.png
fsim 04/Nov/2011 12:04:18.0,images/scaled_cropped/03053.png
fsim 04/Nov/2011 12:04:24.0,images/scaled_cropped/03054.png
fsim 04/Nov/2011 12:05:57.0,images/scaled_cropped/03055.png
fsim 04/Nov/2011 12:08:45.0,images/scaled_cropped/03056.png
fsim 04/Nov/2011 12:10:15.0,images/scaled_cropped/03057.png
fsim 04/Nov/2011 12:11:57.0,images/scaled_cropped/03058.png
fsim 04/Nov/2011 12:12:42.0,images/scaled_cropped/03059.png
fsim 04/Nov/2011 12:13:21.0,images/scaled_cropped/03060.png
fsim 04/Nov/2011 12:15:51.0,images/scaled_cropped/03061.png
fsim 04/Nov/2011 12:16:30.0,images/scaled_cropped/03062.png
fsim 04/Nov/2011 12:17:21.0,images/scaled_cropped/03063.png
fsim 04/Nov/2011 12:19:27.0,images/scaled_cropped/03064.png
fsim 04/Nov/2011 12:20:48.0,images/scaled_cropped/03065.png
fsim 04/Nov/2011 12:21:21.0,images/scaled_cropped/03066.png
fsim 04/Nov/2011 12:21:27.0,images/scaled_cropped/03067.png
fsim 04/Nov/2011 12:21:33.0,images/scaled_cropped/03068.png
fsim 04/Nov/2011 12:24:42.0,images/scaled_cropped/03069.png
fsim 04/Nov/2011 12:25:03.0,images/scaled_cropped/03070.png
fsim 04/Nov/2011 12:25:39.0,images/scaled_cropped/03071.png
fsim 04/Nov/2011 12:25:51.0,images/scaled_cropped/03072.png
fsim 04/Nov/2011 12:25:57.0,images/scaled_cropped/03073.png
fsim 04/Nov/2011 12:26:06.0,images/scaled_cropped/03074.png
fsim 04/Nov/2011 12:29:00.0,images/scaled_cropped/03075.png
fsim 04/Nov/2011 12:32:48.0,images/scaled_cropped/03076.png
fsim 04/Nov/2011 12:35:15.0,images/scaled_cropped/03077.png
fsim 04/Nov/2011 12:35:36.0,images/scaled_cropped/03078.png
fsim 04/Nov/2011 12:35:45.0,images/scaled_cropped/03079.png
fsim 04/Nov/2011 12:39:51.0,images/scaled_cropped/03080.png
fsim 04/Nov/2011 12:39:54.0,images/scaled_cropped/03081.png
fsim 04/Nov/2011 12:43:06.0,images/scaled_cropped/03082.png
fsim 04/Nov/2011 12:43:21.0,images/scaled_cropped/03083.png
fsim 04/Nov/2011 12:43:24.0,images/scaled_cropped/03084.png
fsim 04/Nov/2011 12:45:27.0,images/scaled_cropped/03085.png
fsim 04/Nov/2011 12:45:48.0,images/scaled_cropped/03086.png
fsim 04/Nov/2011 12:46:09.0,images/scaled_cropped/03087.png
fsim 04/Nov/2011 12:48:24.0,images/scaled_cropped/03088.png
fsim 04/Nov/2011 12:48:30.0,images/scaled_cropped/03089.png
fsim 04/Nov/2011 12:48:51.0,images/scaled_cropped/03090.png
fsim 04/Nov/2011 12:48:57.0,images/scaled_cropped/03091.png
fsim 04/Nov/2011 12:49:45.0,images/scaled_cropped/03092.png
fsim 04/Nov/2011 12:49:51.0,images/scaled_cropped/03093.png
fsim 04/Nov/2011 12:51:57.0,images/scaled_cropped/03094.png
fsim 04/Nov/2011 12:52:39.0,images/scaled_cropped/03095.png
fsim 04/Nov/2011 12:53:09.0,images/scaled_cropped/03096.png
fsim 04/Nov/2011 12:53:21.0,images/scaled_cropped/03097.png
fsim 04/Nov/2011 12:55:12.0,images/scaled_cropped/03098.png
fsim 04/Nov/2011 12:55:18.0,images/scaled_cropped/03099.png
fsim 04/Nov/2011 12:56:15.0,images/scaled_cropped/03100.png
fsim 04/Nov/2011 12:56:57.0,images/scaled_cropped/03101.png
fsim 04/Nov/2011 12:57:06.0,images/scaled_cropped/03102.png
fsim 04/Nov/2011 12:57:12.0,images/scaled_cropped/03103.png
fsim 04/Nov/2011 12:59:12.0,images/scaled_cropped/03104.png
fsim 04/Nov/2011 12:59:21.0,images/scaled_cropped/03105.png
fsim 04/Nov/2011 12:59:39.0,images/scaled_cropped/03106.png
mcgr 19/Feb/2006 11:01:00.0,images/scaled_cropped/03107.png
mcgr 19/Feb/2006 11:05:57.0,images/scaled_cropped/03108.png
mcgr 19/Feb/2006 11:06:30.0,images/scaled_cropped/03109.png
mcgr 19/Feb/2006 11:09:15.0,images/scaled_cropped/03110.png
mcgr 19/Feb/2006 11:12:09.0,images/scaled_cropped/03111.png
mcgr 19/Feb/2006 11:12:27.0,images/scaled_cropped/03112.png
mcgr 19/Feb/2006 11:13:45.0,images/scaled_cropped/03113.png
mcgr 19/Feb/2006 11:14:18.0,images/scaled_cropped/03114.png
mcgr 19/Feb/2006 11:15:12.0,images/scaled_cropped/03115.png
mcgr 19/Feb/2006 11:19:42.0,images/scaled_cropped/03116.png
mcgr 19/Feb/2006 11:23:48.0,images/scaled_cropped/03117.png
mcgr 19/Feb/2006 11:24:48.0,images/scaled_cropped/03118.png
mcgr 19/Feb/2006 11:25:30.0,images/scaled_cropped/03119.png
mcgr 19/Feb/2006 11:26:00.0,images/scaled_cropped/03120.png
mcgr 19/Feb/2006 11:26:45.0,images/scaled_cropped/03121.png
mcgr 19/Feb/2006 11:32:42.0,images/scaled_cropped/03122.png
mcgr 19/Feb/2006 11:33:30.0,images/scaled_cropped/03123.png
mcgr 19/Feb/2006 11:36:06.0,images/scaled_cropped/03124.png
mcgr 19/Feb/2006 11:36:18.0,images/scaled_cropped/03125.png
mcgr 19/Feb/2006 11:39:57.0,images/scaled_cropped/03126.png
mcgr 19/Feb/2006 11:40:09.0,images/scaled_cropped/03127.png
mcgr 19/Feb/2006 11:40:42.0,images/scaled_cropped/03128.png
mcgr 19/Feb/2006 11:45:42.0,images/scaled_cropped/03129.png
mcgr 19/Feb/2006 11:46:24.0,images/scaled_cropped/03130.png
mcgr 19/Feb/2006 11:53:03.0,images/scaled_cropped/03131.png
mcgr 19/Feb/2006 11:53:15.0,images/scaled_cropped/03132.png
mcgr 19/Feb/2006 11:56:24.0,images/scaled_cropped/03133.png
mcgr 19/Feb/2006 11:58:06.0,images/scaled_cropped/03134.png
fykn 19/Feb/2006 11:00:06.0,images/scaled_cropped/03135.png
fykn 19/Feb/2006 11:01:00.0,images/scaled_cropped/03136.png
fykn 19/Feb/2006 11:01:12.0,images/scaled_cropped/03137.png
fykn 19/Feb/2006 11:05:57.0,images/scaled_cropped/03138.png
fykn 19/Feb/2006 11:06:30.0,images/scaled_cropped/03139.png
fykn 19/Feb/2006 11:09:06.0,images/scaled_cropped/03140.png
fykn 19/Feb/2006 11:09:15.0,images/scaled_cropped/03141.png
fykn 19/Feb/2006 11:11:54.0,images/scaled_cropped/03142.png
fykn 19/Feb/2006 11:12:03.0,images/scaled_cropped/03143.png
fykn 19/Feb/2006 11:12:09.0,images/scaled_cropped/03144.png
fykn 19/Feb/2006 11:12:21.0,images/scaled_cropped/03145.png
fykn 19/Feb/2006 11:12:27.0,images/scaled_cropped/03146.png
fykn 19/Feb/2006 11:13:33.0,images/scaled_cropped/03147.png
fykn 19/Feb/2006 11:13:45.0,images/scaled_cropped/03148.png
fykn 19/Feb/2006 11:14:18.0,images/scaled_cropped/03149.png
fykn 19/Feb/2006 11:14:33.0,images/scaled_cropped/03150.png
fykn 19/Feb/2006 11:15:12.0,images/scaled_cropped/03151.png
fykn 19/Feb/2006 11:15:51.0,images/scaled_cropped/03152.png
fykn 19/Feb/2006 11:16:30.0,images/scaled_cropped/03153.png
fykn 19/Feb/2006 11:18:24.0,images/scaled_cropped/03154.png
fykn 19/Feb/2006 11:19:18.0,images/scaled_cropped/03155.png
fykn 19/Feb/2006 11:19:42.0,images/scaled_cropped/03156.png
fykn 19/Feb/2006 11:21:30.0,images/scaled_cropped/03157.png
fykn 19/Feb/2006 11:22:57.0,images/scaled_cropped/03158.png
fykn 19/Feb/2006 11:23:00.0,images/scaled_cropped/03159.png
fykn 19/Feb/2006 11:23:48.0,images/scaled_cropped/03160.png
fykn 19/Feb/2006 11:24:45.0,images/scaled_cropped/03161.png
fykn 19/Feb/2006 11:24:48.0,images/scaled_cropped/03162.png
fykn 19/Feb/2006 11:24:51.0,images/scaled_cropped/03163.png
fykn 19/Feb/2006 11:25:30.0,images/scaled_cropped/03164.png
fykn 19/Feb/2006 11:26:00.0,images/scaled_cropped/03165.png
fykn 19/Feb/2006 11:26:45.0,images/scaled_cropped/03166.png
fykn 19/Feb/2006 11:28:39.0,images/scaled_cropped/03167.png
fykn 19/Feb/2006 11:28:51.0,images/scaled_cropped/03168.png
fykn 19/Feb/2006 11:28:54.0,images/scaled_cropped/03169.png
fykn 19/Feb/2006 11:29:24.0,images/scaled_cropped/03170.png
fykn 19/Feb/2006 11:29:33.0,images/scaled_cropped/03171.png
fykn 19/Feb/2006 11:29:51.0,images/scaled_cropped/03172.png
fykn 19/Feb/2006 11:30:09.0,images/scaled_cropped/03173.png
fykn 19/Feb/2006 11:30:42.0,images/scaled_cropped/03174.png
fykn 19/Feb/2006 11:32:42.0,images/scaled_cropped/03175.png
fykn 19/Feb/2006 11:33:30.0,images/scaled_cropped/03176.png
fykn 19/Feb/2006 11:36:06.0,images/scaled_cropped/03177.png
fykn 19/Feb/2006 11:36:18.0,images/scaled_cropped/03178.png
fykn 19/Feb/2006 11:38:36.0,images/scaled_cropped/03179.png
fykn 19/Feb/2006 11:39:00.0,images/scaled_cropped/03180.png
fykn 19/Feb/2006 11:39:51.0,images/scaled_cropped/03181.png
fykn 19/Feb/2006 11:39:57.0,images/scaled_cropped/03182.png
fykn 19/Feb/2006 11:40:09.0,images/scaled_cropped/03183.png
fykn 19/Feb/2006 11:40:27.0,images/scaled_cropped/03184.png
fykn 19/Feb/2006 11:40:42.0,images/scaled_cropped/03185.png
fykn 19/Feb/2006 11:41:39.0,images/scaled_cropped/03186.png
fykn 19/Feb/2006 11:44:45.0,images/scaled_cropped/03187.png
fykn 19/Feb/2006 11:45:06.0,images/scaled_cropped/03188.png
fykn 19/Feb/2006 11:45:42.0,images/scaled_cropped/03189.png
fykn 19/Feb/2006 11:46:24.0,images/scaled_cropped/03190.png
fykn 19/Feb/2006 11:46:36.0,images/scaled_cropped/03191.png
fykn 19/Feb/2006 11:48:48.0,images/scaled_cropped/03192.png
fykn 19/Feb/2006 11:50:54.0,images/scaled_cropped/03193.png
fykn 19/Feb/2006 11:51:15.0,images/scaled_cropped/03194.png
fykn 19/Feb/2006 11:52:03.0,images/scaled_cropped/03195.png
fykn 19/Feb/2006 11:53:03.0,images/scaled_cropped/03196.png
fykn 19/Feb/2006 11:53:15.0,images/scaled_cropped/03197.png
fykn 19/Feb/2006 11:54:57.0,images/scaled_cropped/03198.png
fykn 19/Feb/2006 11:56:24.0,images/scaled_cropped/03199.png
fykn 19/Feb/2006 11:56:36.0,images/scaled_cropped/03200.png
fykn 19/Feb/2006 11:56:39.0,images/scaled_cropped/03201.png
fykn 19/Feb/2006 11:56:57.0,images/scaled_cropped/03202.png
fykn 19/Feb/2006 11:57:30.0,images/scaled_cropped/03203.png
fykn 19/Feb/2006 11:58:06.0,images/scaled_cropped/03204.png
fykn 19/Feb/2006 11:59:51.0,images/scaled_cropped/03205.png
gill 26/Nov/2010 10:01:00.0,images/scaled_cropped/03206.png
gill 26/Nov/2010 10:05:57.0,images/scaled_cropped/03207.png
gill 26/Nov/2010 10:06:30.0,images/scaled_cropped/03208.png
gill 26/Nov/2010 10:09:15.0,images/scaled_cropped/03209.png
gill 26/Nov/2010 10:12:09.0,images/scaled_cropped/03210.png
gill 26/Nov/2010 10:12:27.0,images/scaled_cropped/03211.png
gill 26/Nov/2010 10:13:45.0,images/scaled_cropped/03212.png
gill 26/Nov/2010 10:14:18.0,images/scaled_cropped/03213.png
gill 26/Nov/2010 10:15:12.0,images/scaled_cropped/03214.png
gill 26/Nov/2010 10:19:42.0,images/scaled_cropped/03215.png
gill 26/Nov/2010 10:23:48.0,images/scaled_cropped/03216.png
gill 26/Nov/2010 10:24:48.0,images/scaled_cropped/03217.png
gill 26/Nov/2010 10:25:30.0,images/scaled_cropped/03218.png
gill 26/Nov/2010 10:26:00.0,images/scaled_cropped/03219.png
gill 26/Nov/2010 10:26:45.0,images/scaled_cropped/03220.png
gill 26/Nov/2010 10:32:42.0,images/scaled_cropped/03221.png
gill 26/Nov/2010 10:33:30.0,images/scaled_cropped/03222.png
gill 26/Nov/2010 10:36:06.0,images/scaled_cropped/03223.png
gill 26/Nov/2010 10:36:18.0,images/scaled_cropped/03224.png
gill 26/Nov/2010 10:39:57.0,images/scaled_cropped/03225.png
gill 26/Nov/2010 10:40:09.0,images/scaled_cropped/03226.png
gill 26/Nov/2010 10:40:42.0,images/scaled_cropped/03227.png
gill 26/Nov/2010 10:45:42.0,images/scaled_cropped/03228.png
gill 26/Nov/2010 10:46:24.0,images/scaled_cropped/03229.png
gill 26/Nov/2010 10:53:03.0,images/scaled_cropped/03230.png
gill 26/Nov/2010 10:53:15.0,images/scaled_cropped/03231.png
gill 26/Nov/2010 10:56:24.0,images/scaled_cropped/03232.png
